fk_tempo,fk_regiao,fk_cultura,diagnostico_causa_risco,total_custeio_contratado,total_contratos,taxa_inadimplencia_referencia_bcb,taxa_selic_mensal
2020-04-01,13,13,Oscilações de Mercado / Custo de Insumos,7619224.634333133,76,2.48,0.28
2020-05-01,8,1,Oscilações de Mercado / Custo de Insumos,26342325.704902444,53,2.49,0.24
2020-06-01,7,1,Oscilações de Mercado / Custo de Insumos,18387258.18055962,174,2.06,0.21
2020-07-01,3,10,Oscilações de Mercado / Custo de Insumos,24947543.383375984,131,1.94,0.19
2020-08-01,15,11,Oscilações de Mercado / Custo de Insumos,20035980.672884293,68,1.74,0.16
2020-08-01,16,6,Oscilações de Mercado / Custo de Insumos,17913189.33951825,128,1.74,0.16
2020-08-01,10,11,Oscilações de Mercado / Custo de Insumos,11196545.669959495,100,1.74,0.16
2020-08-01,4,9,Oscilações de Mercado / Custo de Insumos,10250830.023051333,144,1.74,0.16
2020-09-01,11,11,Oscilações de Mercado / Custo de Insumos,12577472.312484978,130,1.66,0.16
2020-11-01,7,1,Oscilações de Mercado / Custo de Insumos,7422234.936359402,155,1.6,0.15
2021-01-01,16,8,Oscilações de Mercado / Custo de Insumos,3931338.052817774,208,1.67,0.15
2021-01-01,4,9,Oscilações de Mercado / Custo de Insumos,26617912.7274571,159,1.67,0.15
2021-01-01,14,1,Oscilações de Mercado / Custo de Insumos,21298345.411914404,119,1.67,0.15
2021-04-01,16,6,Oscilações de Mercado / Custo de Insumos,3028687.4561299616,46,1.78,0.21
2021-04-01,7,1,Oscilações de Mercado / Custo de Insumos,14851927.890122395,168,1.78,0.21
2021-06-01,11,11,Oscilações de Mercado / Custo de Insumos,11506369.093134208,61,1.71,0.31
2021-06-01,5,7,Oscilações de Mercado / Custo de Insumos,8152727.195229917,129,1.71,0.31
2021-07-01,15,3,Oscilações de Mercado / Custo de Insumos,38391639.17722492,120,1.74,0.36
2021-07-01,10,11,Oscilações de Mercado / Custo de Insumos,16588813.8140932,127,1.74,0.36
2021-08-01,4,9,Oscilações de Mercado / Custo de Insumos,12946434.69175012,82,1.72,0.43
2021-09-01,16,6,Oscilações de Mercado / Custo de Insumos,6548306.333540296,176,1.68,0.44
2021-10-01,16,8,Oscilações de Mercado / Custo de Insumos,10574527.104015656,193,1.68,0.49
2021-10-01,1,11,Oscilações de Mercado / Custo de Insumos,10762541.816356776,88,1.68,0.49
2021-11-01,5,7,Oscilações de Mercado / Custo de Insumos,6681607.042745962,124,1.73,0.59
2021-12-01,14,1,Oscilações de Mercado / Custo de Insumos,9649412.8882817,63,1.63,0.77
2022-02-01,8,1,Oscilações de Mercado / Custo de Insumos,6571207.037125481,142,1.61,0.76
2022-03-01,15,11,Oscilações de Mercado / Custo de Insumos,23675172.204141635,36,1.77,0.93
2022-03-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),18867214.174818844,179,1.77,0.93
2022-03-01,14,1,Oscilações de Mercado / Custo de Insumos,15395643.878410343,204,1.77,0.93
2022-04-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),3768609.8814781895,87,1.78,0.83
2022-04-01,13,13,Oscilações de Mercado / Custo de Insumos,13843655.634341635,56,1.78,0.83
2022-04-01,3,10,Oscilações de Mercado / Custo de Insumos,23260480.72306403,49,1.78,0.83
2022-04-01,14,1,Oscilações de Mercado / Custo de Insumos,17264043.47197008,116,1.78,0.83
2022-05-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),20286069.51991104,46,1.79,1.03
2022-05-01,3,1,Oscilações de Mercado / Custo de Insumos,2689384.6389479297,149,1.79,1.03
2022-05-01,9,4,Oscilações de Mercado / Custo de Insumos,4958852.407364705,122,1.79,1.03
2022-06-01,15,3,Oscilações de Mercado / Custo de Insumos,35691680.991633296,297,1.76,1.02
2022-06-01,5,7,Oscilações de Mercado / Custo de Insumos,21928763.443250377,135,1.76,1.02
2022-07-01,15,11,Oscilações de Mercado / Custo de Insumos,4668051.085392817,87,1.86,1.03
2022-07-01,16,6,Oscilações de Mercado / Custo de Insumos,26858091.276056934,154,1.86,1.03
2022-08-01,13,13,Oscilações de Mercado / Custo de Insumos,20027714.472663455,86,1.94,1.17
2022-09-01,15,11,Oscilações de Mercado / Custo de Insumos,24820105.64250514,47,2,1.07
2022-09-01,14,1,Oscilações de Mercado / Custo de Insumos,1967309.8389810398,26,2,1.07
2022-09-01,9,4,Oscilações de Mercado / Custo de Insumos,2037697.001901394,202,2,1.07
2022-10-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),2998441.2858878365,134,2.17,1.02
2022-10-01,13,13,Oscilações de Mercado / Custo de Insumos,18766429.457129978,178,2.17,1.02
2022-10-01,9,4,Oscilações de Mercado / Custo de Insumos,26540755.235895142,43,2.17,1.02
2022-11-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),25629542.18683284,35,2.21,1.02
2022-12-01,3,10,Oscilações de Mercado / Custo de Insumos,20008525.416515414,25,2.18,1.12
2023-02-01,9,4,Oscilações de Mercado / Custo de Insumos,16961295.704596706,193,2.46,0.92
2023-03-01,13,13,Oscilações de Mercado / Custo de Insumos,4351706.884903067,76,2.54,1.17
2023-04-01,11,11,Estiagem Severa (Quebra de Grãos / Soja),6176497.987004886,71,2.9,0.92
2023-05-01,3,1,Oscilações de Mercado / Custo de Insumos,24545327.064690642,116,3.1,1.12
2023-06-01,15,3,Oscilações de Mercado / Custo de Insumos,29041500.62998675,239,3.15,1.07
2023-06-01,16,6,Oscilações de Mercado / Custo de Insumos,24500693.08922431,87,3.15,1.07
2023-06-01,3,1,Oscilações de Mercado / Custo de Insumos,13212282.848098844,37,3.15,1.07
2023-08-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),22917004.80410914,132,3.5,1.14
2023-08-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),18388566.040563386,187,3.5,1.14
2023-08-01,5,7,Oscilações de Mercado / Custo de Insumos,11252240.000697715,136,3.5,1.14
2023-08-01,8,5,Oscilações de Mercado / Custo de Insumos,8006008.64513143,63,3.5,1.14
2023-10-01,15,11,Oscilações de Mercado / Custo de Insumos,13391140.335793542,210,3.67,1
2023-11-01,15,3,Oscilações de Mercado / Custo de Insumos,14586767.519460473,155,3.75,0.92
2023-11-01,5,7,Oscilações de Mercado / Custo de Insumos,14820443.252132753,164,3.75,0.92
2023-12-01,15,11,Oscilações de Mercado / Custo de Insumos,12358080.68364723,157,3.31,0.89
2023-12-01,16,6,Oscilações de Mercado / Custo de Insumos,10867812.835289981,177,3.31,0.89
2023-12-01,9,4,Oscilações de Mercado / Custo de Insumos,18589649.444883402,205,3.31,0.89
2024-01-01,16,8,Oscilações de Mercado / Custo de Insumos,13846771.10275619,176,3.57,0.97
2024-01-01,6,8,Oscilações de Mercado / Custo de Insumos,8753150.120730698,204,3.57,0.97
2024-01-01,2,11,Oscilações de Mercado / Custo de Insumos,17918749.281652488,115,3.57,0.97
2024-02-01,3,1,Oscilações de Mercado / Custo de Insumos,22367433.44853089,56,3.56,0.8
2024-02-01,13,13,Oscilações de Mercado / Custo de Insumos,22416868.71988873,206,3.56,0.8
2024-03-01,10,11,Oscilações de Mercado / Custo de Insumos,20567672.767242275,101,3.45,0.83
2024-03-01,12,12,Oscilações de Mercado / Custo de Insumos,27233648.89097156,153,3.45,0.83
2024-05-01,11,11,Oscilações de Mercado / Custo de Insumos,23826419.33389344,165,3.54,0.83
2024-06-01,1,11,Oscilações de Mercado / Custo de Insumos,13553598.531009015,125,3.36,0.79
2024-06-01,3,1,Enchentes Históricas / Calamidade Hídrica,22246474.135058593,34,3.36,0.79
2024-06-01,9,4,Enchentes Históricas / Calamidade Hídrica,7706495.393148779,94,3.36,0.79
2024-07-01,6,8,Oscilações de Mercado / Custo de Insumos,5663256.19970464,187,3.2,0.91
2024-08-01,15,11,Enchentes Históricas / Calamidade Hídrica,8954455.221287686,132,3.22,0.87
2024-08-01,6,8,Oscilações de Mercado / Custo de Insumos,14453784.448636306,206,3.22,0.87
2024-08-01,8,5,Enchentes Históricas / Calamidade Hídrica,9207937.066963565,172,3.22,0.87
2024-09-01,11,11,Oscilações de Mercado / Custo de Insumos,2371772.995517825,157,3.19,0.84
2024-11-01,15,11,Oscilações de Mercado / Custo de Insumos,13622470.817541888,139,3.09,0.79
2024-11-01,16,8,Oscilações de Mercado / Custo de Insumos,21469113.083382897,72,3.09,0.79
2024-11-01,8,5,Oscilações de Mercado / Custo de Insumos,13527197.036389684,56,3.09,0.79
2024-12-01,15,11,Oscilações de Mercado / Custo de Insumos,25222530.402206205,22,2.77,0.93
2024-12-01,4,9,Oscilações de Mercado / Custo de Insumos,21180934.700641163,26,2.77,0.93
2025-01-01,15,11,Oscilações de Mercado / Custo de Insumos,24851334.145534415,145,3.12,1.01
2025-01-01,7,1,Oscilações de Mercado / Custo de Insumos,5519666.131738041,177,3.12,1.01
2025-02-01,16,6,Oscilações de Mercado / Custo de Insumos,22457320.393236425,151,3.26,0.99
2025-02-01,3,1,Oscilações de Mercado / Custo de Insumos,14351635.653307801,92,3.26,0.99
2025-02-01,8,1,Oscilações de Mercado / Custo de Insumos,2271771.756731908,42,3.26,0.99
2025-03-01,14,1,Oscilações de Mercado / Custo de Insumos,27880462.92421232,25,3.2,0.96
2025-04-01,9,4,Oscilações de Mercado / Custo de Insumos,14104614.496634576,138,3.48,1.06
2025-05-01,9,2,Oscilações de Mercado / Custo de Insumos,12851898.277717382,182,3.48,1.14
2025-06-01,15,11,Oscilações de Mercado / Custo de Insumos,23383308.06659792,175,3.51,1.1
2025-08-01,6,8,Oscilações de Mercado / Custo de Insumos,7508784.92148074,190,3.78,1.16
2025-08-01,5,7,Oscilações de Mercado / Custo de Insumos,7272238.652490388,169,3.78,1.16
2025-09-01,16,8,Oscilações de Mercado / Custo de Insumos,27581144.876114164,215,3.65,1.22
2025-09-01,3,1,Oscilações de Mercado / Custo de Insumos,23462552.313466176,56,3.65,1.22
2025-09-01,8,1,Oscilações de Mercado / Custo de Insumos,18207339.22123187,155,3.65,1.22
2025-10-01,12,12,Oscilações de Mercado / Custo de Insumos,22608319.35879442,19,3.72,1.28
2025-12-01,8,1,Oscilações de Mercado / Custo de Insumos,19271585.830573816,27,3.49,1.22
2026-02-01,8,5,Oscilações de Mercado / Custo de Insumos,6174170.9251766065,189,4.01,1
2026-04-01,11,11,Oscilações de Mercado / Custo de Insumos,12392391.37807757,145,4.01,1.09
2026-04-01,6,8,Oscilações de Mercado / Custo de Insumos,25538926.20498277,31,4.01,1.09
2026-04-01,2,11,Oscilações de Mercado / Custo de Insumos,9970833.07742234,79,4.01,1.09
2026-06-01,6,8,Oscilações de Mercado / Custo de Insumos,7832574.1226154845,66,3.98,1.12
2026-06-01,2,11,Oscilações de Mercado / Custo de Insumos,19606052.717659824,136,3.98,1.12
2026-08-01,16,6,Oscilações de Mercado / Custo de Insumos,8240154.909821209,115,3.2,0.85
2026-08-01,5,7,Oscilações de Mercado / Custo de Insumos,11921667.134603407,130,3.2,0.85
2026-09-01,12,12,Oscilações de Mercado / Custo de Insumos,12789537.441681616,147,3.2,0.85
2026-10-01,8,1,Oscilações de Mercado / Custo de Insumos,11518654.413733449,199,3.2,0.85
2026-11-01,9,4,Oscilações de Mercado / Custo de Insumos,19226830.28904622,20,3.2,0.85
2026-12-01,16,8,Oscilações de Mercado / Custo de Insumos,14801979.325517872,206,3.2,0.85
2026-12-01,8,1,Oscilações de Mercado / Custo de Insumos,7740257.417045037,218,3.2,0.85
2020-01-01,9,2,Oscilações de Mercado / Custo de Insumos,2147541.982388503,181,2.41,0.38
2020-02-01,15,11,Oscilações de Mercado / Custo de Insumos,19701504.193227004,125,2.38,0.29
2020-02-01,12,12,Oscilações de Mercado / Custo de Insumos,26414872.268981755,58,2.38,0.29
2020-03-01,5,7,Oscilações de Mercado / Custo de Insumos,7085043.10118738,219,2.44,0.34
2020-04-01,14,1,Oscilações de Mercado / Custo de Insumos,7531622.55281444,132,2.48,0.28
2020-06-01,4,9,Oscilações de Mercado / Custo de Insumos,9106429.437915165,23,2.06,0.21
2020-06-01,6,8,Oscilações de Mercado / Custo de Insumos,24235696.44720602,145,2.06,0.21
2020-06-01,9,2,Oscilações de Mercado / Custo de Insumos,8015926.092416162,82,2.06,0.21
2020-07-01,16,8,Oscilações de Mercado / Custo de Insumos,11434154.040157158,201,1.94,0.19
2020-07-01,6,8,Oscilações de Mercado / Custo de Insumos,19325810.36317321,42,1.94,0.19
2020-07-01,12,12,Oscilações de Mercado / Custo de Insumos,7830854.027928748,211,1.94,0.19
2020-08-01,8,1,Oscilações de Mercado / Custo de Insumos,16950939.694099758,46,1.74,0.16
2020-11-01,15,11,Oscilações de Mercado / Custo de Insumos,23300754.26449163,193,1.6,0.15
2020-11-01,11,11,Oscilações de Mercado / Custo de Insumos,10617720.430084635,49,1.6,0.15
2020-11-01,3,10,Oscilações de Mercado / Custo de Insumos,27150610.449830484,35,1.6,0.15
2020-12-01,16,8,Oscilações de Mercado / Custo de Insumos,15799379.80650076,31,1.52,0.16
2021-01-01,9,2,Oscilações de Mercado / Custo de Insumos,3971752.628365881,127,1.67,0.15
2021-02-01,15,3,Oscilações de Mercado / Custo de Insumos,50026087.58424058,335,1.65,0.13
2021-03-01,16,8,Oscilações de Mercado / Custo de Insumos,12715943.312748155,96,1.72,0.2
2021-05-01,7,1,Oscilações de Mercado / Custo de Insumos,8091815.211988659,57,1.81,0.27
2021-05-01,13,13,Oscilações de Mercado / Custo de Insumos,6314780.625482702,174,1.81,0.27
2021-06-01,12,12,Oscilações de Mercado / Custo de Insumos,13918409.562688475,92,1.71,0.31
2021-06-01,14,1,Oscilações de Mercado / Custo de Insumos,11684845.073341113,133,1.71,0.31
2021-07-01,16,8,Oscilações de Mercado / Custo de Insumos,21104748.855346717,125,1.74,0.36
2021-07-01,12,12,Oscilações de Mercado / Custo de Insumos,17671300.267150443,212,1.74,0.36
2021-07-01,9,2,Oscilações de Mercado / Custo de Insumos,16891158.54650829,80,1.74,0.36
2021-09-01,15,3,Oscilações de Mercado / Custo de Insumos,28157748.837010525,191,1.68,0.44
2021-09-01,13,13,Oscilações de Mercado / Custo de Insumos,12082061.814473048,56,1.68,0.44
2021-10-01,3,10,Oscilações de Mercado / Custo de Insumos,15944348.692356322,171,1.68,0.49
2021-10-01,14,1,Oscilações de Mercado / Custo de Insumos,22023307.891674023,90,1.68,0.49
2021-10-01,8,1,Oscilações de Mercado / Custo de Insumos,16019380.41570702,178,1.68,0.49
2022-01-01,8,5,Oscilações de Mercado / Custo de Insumos,8040388.863424235,106,1.69,0.73
2022-01-01,8,1,Oscilações de Mercado / Custo de Insumos,22899252.14477711,176,1.69,0.73
2022-03-01,15,3,Oscilações de Mercado / Custo de Insumos,25909334.775790125,325,1.77,0.93
2022-04-01,5,7,Oscilações de Mercado / Custo de Insumos,20001047.53638598,122,1.78,0.83
2022-06-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),27746942.40955456,184,1.76,1.02
2022-07-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),17220120.799099028,185,1.86,1.03
2022-07-01,5,7,Oscilações de Mercado / Custo de Insumos,23446589.229801904,17,1.86,1.03
2022-08-01,15,3,Oscilações de Mercado / Custo de Insumos,20501154.87686222,351,1.94,1.17
2022-08-01,16,8,Oscilações de Mercado / Custo de Insumos,7664021.508352725,27,1.94,1.17
2022-09-01,5,7,Oscilações de Mercado / Custo de Insumos,23601915.46249284,16,2,1.07
2022-10-01,16,8,Oscilações de Mercado / Custo de Insumos,12074361.73986415,77,2.17,1.02
2022-10-01,8,5,Oscilações de Mercado / Custo de Insumos,23252183.855955854,93,2.17,1.02
2022-11-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),7824810.674346458,180,2.21,1.02
2022-12-01,1,11,Estiagem Severa (Quebra de Grãos / Soja),5719012.837890223,219,2.18,1.12
2022-12-01,8,5,Oscilações de Mercado / Custo de Insumos,4549170.674556182,193,2.18,1.12
2023-01-01,3,10,Oscilações de Mercado / Custo de Insumos,24619391.042147443,218,2.38,1.12
2023-01-01,14,1,Oscilações de Mercado / Custo de Insumos,10693595.04462152,98,2.38,1.12
2023-04-01,13,13,Oscilações de Mercado / Custo de Insumos,7193039.702963328,148,2.9,0.92
2023-05-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),15744818.707249036,186,3.1,1.12
2023-05-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),4260198.753682762,99,3.1,1.12
2023-05-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),8489030.947884914,100,3.1,1.12
2023-06-01,5,7,Oscilações de Mercado / Custo de Insumos,16562099.89652962,213,3.15,1.07
2023-07-01,5,7,Oscilações de Mercado / Custo de Insumos,6157888.122870324,48,3.34,1.07
2023-07-01,14,1,Oscilações de Mercado / Custo de Insumos,8527546.074277308,210,3.34,1.07
2023-11-01,16,8,Oscilações de Mercado / Custo de Insumos,23861272.312662236,79,3.75,0.92
2023-11-01,10,11,Estiagem Severa (Quebra de Grãos / Soja),4135060.1214396353,164,3.75,0.92
2023-11-01,2,11,Estiagem Severa (Quebra de Grãos / Soja),12200915.747346226,81,3.75,0.92
2023-12-01,3,10,Oscilações de Mercado / Custo de Insumos,5341356.775856356,210,3.31,0.89
2023-12-01,8,5,Oscilações de Mercado / Custo de Insumos,17370417.664718498,110,3.31,0.89
2024-01-01,7,1,Oscilações de Mercado / Custo de Insumos,9590702.263805179,70,3.57,0.97
2024-01-01,5,7,Oscilações de Mercado / Custo de Insumos,5224611.870593226,192,3.57,0.97
2024-02-01,2,11,Oscilações de Mercado / Custo de Insumos,5288399.109466139,155,3.56,0.8
2024-03-01,7,1,Oscilações de Mercado / Custo de Insumos,22815820.62294279,123,3.45,0.83
2024-04-01,10,11,Oscilações de Mercado / Custo de Insumos,23068368.447961602,158,3.54,0.89
2024-05-01,10,11,Oscilações de Mercado / Custo de Insumos,19754808.02223588,43,3.54,0.83
2024-05-01,4,9,Oscilações de Mercado / Custo de Insumos,14595926.207701417,109,3.54,0.83
2024-05-01,3,1,Enchentes Históricas / Calamidade Hídrica,16603576.212906223,132,3.54,0.83
2024-05-01,13,13,Enchentes Históricas / Calamidade Hídrica,18470833.4742563,122,3.54,0.83
2024-06-01,5,7,Oscilações de Mercado / Custo de Insumos,11113916.873563563,188,3.36,0.79
2024-07-01,14,1,Enchentes Históricas / Calamidade Hídrica,12539508.110042753,157,3.2,0.91
2024-08-01,4,9,Oscilações de Mercado / Custo de Insumos,13897399.716644412,107,3.22,0.87
2024-08-01,5,7,Oscilações de Mercado / Custo de Insumos,21486027.253960997,71,3.22,0.87
2024-08-01,9,2,Enchentes Históricas / Calamidade Hídrica,8270844.535686395,149,3.22,0.87
2024-09-01,12,12,Oscilações de Mercado / Custo de Insumos,24911953.094189975,157,3.19,0.84
2024-09-01,3,10,Oscilações de Mercado / Custo de Insumos,20799080.061839208,145,3.19,0.84
2024-10-01,2,11,Oscilações de Mercado / Custo de Insumos,3431555.374105403,90,3.14,0.93
2024-11-01,11,11,Oscilações de Mercado / Custo de Insumos,11544635.89942186,20,3.09,0.79
2024-11-01,3,1,Oscilações de Mercado / Custo de Insumos,15511236.337302223,26,3.09,0.79
2024-11-01,14,1,Oscilações de Mercado / Custo de Insumos,25300297.7770966,190,3.09,0.79
2024-12-01,12,12,Oscilações de Mercado / Custo de Insumos,20799861.35831764,35,2.77,0.93
2025-01-01,11,11,Oscilações de Mercado / Custo de Insumos,21419250.028438628,96,3.12,1.01
2025-01-01,12,12,Oscilações de Mercado / Custo de Insumos,11032223.601172945,142,3.12,1.01
2025-02-01,15,11,Oscilações de Mercado / Custo de Insumos,21692316.806194082,60,3.26,0.99
2025-03-01,16,6,Oscilações de Mercado / Custo de Insumos,8698873.534333842,182,3.2,0.96
2025-04-01,4,9,Oscilações de Mercado / Custo de Insumos,13416556.376734719,66,3.48,1.06
2025-05-01,4,9,Oscilações de Mercado / Custo de Insumos,4630274.758224114,162,3.48,1.14
2025-05-01,9,4,Oscilações de Mercado / Custo de Insumos,24915174.169685006,90,3.48,1.14
2025-06-01,9,4,Oscilações de Mercado / Custo de Insumos,20768094.05321166,17,3.51,1.1
2025-07-01,15,3,Atraso de Transplante e Perda de Estufas,24754537.47931526,276,3.71,1.28
2025-08-01,10,11,Oscilações de Mercado / Custo de Insumos,10723829.164429842,177,3.78,1.16
2025-08-01,3,10,Oscilações de Mercado / Custo de Insumos,11866215.880227966,59,3.78,1.16
2025-08-01,14,1,Oscilações de Mercado / Custo de Insumos,11965253.11060798,121,3.78,1.16
2025-08-01,8,1,Oscilações de Mercado / Custo de Insumos,5653020.484844616,73,3.78,1.16
2025-10-01,7,1,Oscilações de Mercado / Custo de Insumos,17336979.90944766,78,3.72,1.28
2025-11-01,4,9,Oscilações de Mercado / Custo de Insumos,3436388.9528196715,86,3.57,1.05
2025-11-01,5,7,Oscilações de Mercado / Custo de Insumos,10535271.840568695,208,3.57,1.05
2026-01-01,9,2,Oscilações de Mercado / Custo de Insumos,20709104.6811901,112,3.76,1.16
2026-02-01,12,12,Oscilações de Mercado / Custo de Insumos,22470030.76053139,210,4.01,1
2026-03-01,12,12,Oscilações de Mercado / Custo de Insumos,12693894.518011194,155,3.92,1.21
2026-03-01,13,13,Oscilações de Mercado / Custo de Insumos,19558705.84812316,114,3.92,1.21
2026-04-01,7,1,Oscilações de Mercado / Custo de Insumos,5058452.053813368,95,4.01,1.09
2026-04-01,14,1,Oscilações de Mercado / Custo de Insumos,3801285.5587761467,195,4.01,1.09
2026-05-01,7,1,Oscilações de Mercado / Custo de Insumos,23539793.751536295,89,4.11,1.07
2026-05-01,13,13,Oscilações de Mercado / Custo de Insumos,8065959.977894767,151,4.11,1.07
2026-06-01,8,5,Oscilações de Mercado / Custo de Insumos,6142644.231288086,17,3.98,1.12
2026-07-01,6,8,Oscilações de Mercado / Custo de Insumos,22565992.04675564,122,4.19,1.22
2026-08-01,2,11,Oscilações de Mercado / Custo de Insumos,26714329.17596677,113,3.2,0.85
2026-08-01,9,4,Oscilações de Mercado / Custo de Insumos,15056097.18265521,101,3.2,0.85
2026-09-01,7,1,Oscilações de Mercado / Custo de Insumos,10350066.890418066,113,3.2,0.85
2026-09-01,2,11,Oscilações de Mercado / Custo de Insumos,7156875.214633449,130,3.2,0.85
2026-09-01,9,4,Oscilações de Mercado / Custo de Insumos,19972793.105813436,178,3.2,0.85
2026-11-01,11,11,Oscilações de Mercado / Custo de Insumos,18362578.878685184,194,3.2,0.85
2026-11-01,1,11,Oscilações de Mercado / Custo de Insumos,15132932.556485664,205,3.2,0.85
2026-12-01,8,5,Oscilações de Mercado / Custo de Insumos,16280925.383825887,204,3.2,0.85
2020-01-01,16,6,Oscilações de Mercado / Custo de Insumos,13832320.96950572,89,2.41,0.38
2020-02-01,11,11,Oscilações de Mercado / Custo de Insumos,6643186.734768809,18,2.38,0.29
2020-02-01,5,7,Oscilações de Mercado / Custo de Insumos,11146937.15937204,38,2.38,0.29
2020-02-01,14,1,Oscilações de Mercado / Custo de Insumos,16018637.37874611,202,2.38,0.29
2020-02-01,8,5,Oscilações de Mercado / Custo de Insumos,9562365.84944696,55,2.38,0.29
2020-03-01,13,13,Oscilações de Mercado / Custo de Insumos,20419367.70976763,151,2.44,0.34
2020-05-01,2,11,Oscilações de Mercado / Custo de Insumos,24289000.68611946,107,2.49,0.24
2020-06-01,15,11,Oscilações de Mercado / Custo de Insumos,23211221.645271856,158,2.06,0.21
2020-06-01,1,11,Oscilações de Mercado / Custo de Insumos,24094325.357708834,166,2.06,0.21
2020-07-01,11,11,Oscilações de Mercado / Custo de Insumos,14969091.839356033,35,1.94,0.19
2020-09-01,10,11,Oscilações de Mercado / Custo de Insumos,21973831.091183603,22,1.66,0.16
2020-10-01,15,11,Oscilações de Mercado / Custo de Insumos,13214629.945360746,205,1.59,0.16
2020-11-01,16,6,Oscilações de Mercado / Custo de Insumos,18868901.022674046,175,1.6,0.15
2020-12-01,7,1,Oscilações de Mercado / Custo de Insumos,11997083.982835073,33,1.52,0.16
2020-12-01,2,11,Oscilações de Mercado / Custo de Insumos,16307019.97145998,39,1.52,0.16
2020-12-01,5,7,Oscilações de Mercado / Custo de Insumos,14753811.983207634,195,1.52,0.16
2020-12-01,9,4,Oscilações de Mercado / Custo de Insumos,17997313.25888604,200,1.52,0.16
2021-03-01,16,6,Oscilações de Mercado / Custo de Insumos,17871478.133517694,211,1.72,0.2
2021-04-01,15,3,Oscilações de Mercado / Custo de Insumos,33968324.52104948,107,1.78,0.21
2021-04-01,15,11,Oscilações de Mercado / Custo de Insumos,7229364.404011079,219,1.78,0.21
2021-04-01,5,7,Oscilações de Mercado / Custo de Insumos,17731901.657997392,52,1.78,0.21
2021-04-01,14,1,Oscilações de Mercado / Custo de Insumos,12076793.981612986,96,1.78,0.21
2021-05-01,11,11,Oscilações de Mercado / Custo de Insumos,5154800.980693638,165,1.81,0.27
2021-05-01,5,7,Oscilações de Mercado / Custo de Insumos,6226098.652490711,35,1.81,0.27
2021-06-01,10,11,Oscilações de Mercado / Custo de Insumos,9054194.381456736,95,1.71,0.31
2021-06-01,3,1,Oscilações de Mercado / Custo de Insumos,8413847.941813344,201,1.71,0.31
2021-06-01,3,10,Oscilações de Mercado / Custo de Insumos,13522204.010774512,32,1.71,0.31
2021-06-01,9,4,Oscilações de Mercado / Custo de Insumos,10784683.844090419,159,1.71,0.31
2021-07-01,7,1,Oscilações de Mercado / Custo de Insumos,9234928.73192658,56,1.74,0.36
2021-07-01,13,13,Oscilações de Mercado / Custo de Insumos,4102655.7629517694,89,1.74,0.36
2021-08-01,10,11,Oscilações de Mercado / Custo de Insumos,21960714.849628747,187,1.72,0.43
2021-08-01,3,10,Oscilações de Mercado / Custo de Insumos,3460424.226386515,19,1.72,0.43
2021-10-01,7,1,Oscilações de Mercado / Custo de Insumos,22461246.934082706,169,1.68,0.49
2021-10-01,3,1,Oscilações de Mercado / Custo de Insumos,15855811.408896383,52,1.68,0.49
2021-11-01,16,6,Oscilações de Mercado / Custo de Insumos,5444844.2865482215,155,1.73,0.59
2021-11-01,8,5,Oscilações de Mercado / Custo de Insumos,15393557.09670309,196,1.73,0.59
2022-01-01,3,1,Oscilações de Mercado / Custo de Insumos,20558472.395801816,46,1.69,0.73
2022-01-01,5,7,Oscilações de Mercado / Custo de Insumos,4527644.847995834,86,1.69,0.73
2022-02-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),18168745.301333178,61,1.61,0.76
2022-02-01,14,1,Oscilações de Mercado / Custo de Insumos,24553860.968525317,95,1.61,0.76
2022-04-01,16,8,Oscilações de Mercado / Custo de Insumos,14272520.537616411,68,1.78,0.83
2022-05-01,8,1,Oscilações de Mercado / Custo de Insumos,2769600.029545907,117,1.79,1.03
2022-06-01,13,13,Oscilações de Mercado / Custo de Insumos,14372741.251962412,76,1.76,1.02
2022-06-01,14,1,Oscilações de Mercado / Custo de Insumos,10612906.152304659,167,1.76,1.02
2022-07-01,8,5,Oscilações de Mercado / Custo de Insumos,7467689.403557702,61,1.86,1.03
2022-10-01,15,3,Oscilações de Mercado / Custo de Insumos,31455534.5975182,207,2.17,1.02
2022-11-01,8,1,Oscilações de Mercado / Custo de Insumos,22146837.543143634,107,2.21,1.02
2022-12-01,6,8,Estiagem Severa (Quebra de Grãos / Soja),17264915.198803306,131,2.18,1.12
2022-12-01,14,1,Oscilações de Mercado / Custo de Insumos,2838013.2241269574,183,2.18,1.12
2023-01-01,7,1,Estiagem Severa (Quebra de Grãos / Soja),5277152.755928181,117,2.38,1.12
2023-01-01,12,12,Estiagem Severa (Quebra de Grãos / Soja),26730609.328109566,63,2.38,1.12
